iso3,year,gdp_current_dollars
CUB,2012,73141002240
CUB,2013,77147996160
CUB,2014,80655998976
CUB,2015,87205675008
CUB,2016,91369996288
CUB,2017,96851001344
CUB,2018,100050001920
CUB,2019,103427997696
CUB,2020,107351998464
CUB,2021,126693605376
CUB,2022,146035212288
CUW,2000,1779913984
CUW,2001,1892858624
CUW,2002,2005803264
CUW,2003,2118747904
CUW,2004,2231692544
CUW,2005,2344637184
CUW,2006,2457581824
CUW,2007,2593831424
CUW,2008,2833476096
CUW,2009,2869153280
CUW,2010,2951342848
CUW,2011,2933128448
CUW,2012,3024525056
CUW,2013,3039944192
CUW,2014,3048435712
CUW,2015,3042737408
CUW,2016,3014748672
CUW,2017,3009497088
CUW,2018,3020394240
CUW,2019,2995191296
CUW,2020,2496174848
CUW,2021,2699612416
CUW,2022,2903049984
CXR,2000,
CXR,2001,
CXR,2002,
CXR,2003,
CXR,2004,
CXR,2005,
CXR,2006,
CXR,2007,
CXR,2008,
CXR,2009,
CXR,2010,
CXR,2011,
CXR,2012,
CXR,2013,
CXR,2014,
CXR,2015,
CXR,2016,
CXR,2017,
CXR,2018,
CXR,2019,
CXR,2020,
CXR,2021,
CXR,2022,
CYM,2000,2982685184
CYM,2001,3059871488
CYM,2002,3191250432
CYM,2003,3309425152
CYM,2004,3486088192
CYM,2005,3983835648
CYM,2006,4200287744
CYM,2007,4466273280
CYM,2008,4585952768
CYM,2009,4281718016
CYM,2010,4156843776
CYM,2011,4186075392
CYM,2012,4291005184
CYM,2013,4405794816
CYM,2014,4562849280
CYM,2015,4708165120
CYM,2016,4909322752
CYM,2017,5166284800
CYM,2018,5530174976
CYM,2019,5943374848
CYM,2020,5608782848
CYM,2021,5898236928
CYM,2022,6203290624
CYP,2000,9987999744
CYP,2001,10396999680
CYP,2002,11422000128
CYP,2003,14552000512
CYP,2004,17328001024
CYP,2005,18712999936
CYP,2006,20422000640
CYP,2007,24081999872
CYP,2008,27954999296
CYP,2009,26019999744
CYP,2010,25820999680
CYP,2011,27637000192
CYP,2012,25063000064
CYP,2013,23960000512
CYP,2014,23232000000
CYP,2015,19911000064
CYP,2016,21040001024
CYP,2017,22937999360
CYP,2018,25609000960
CYP,2019,25948000256
CYP,2020,24988000256
CYP,2021,28426999808
CYP,2022,28466999296
CZE,2000,61823496192
CZE,2001,67808694272
CZE,2002,82196209664
CZE,2003,100090470400
CZE,2004,119814668288
CZE,2005,137143377920
CZE,2006,156264218624
CZE,2007,190184112128
CZE,2008,236816941056
CZE,2009,207434301440
CZE,2010,209069948928
CZE,2011,229562728448
CZE,2012,208857726976
CZE,2013,211685621760
CZE,2014,209358831616
CZE,2015,188033056768
CZE,2016,196272062464
CZE,2017,218628947968
CZE,2018,249000542208
CZE,2019,252548186112
CZE,2020,245974564864
CZE,2021,281791234048
CZE,2022,290923544576
DEU,2000,1948842983424
DEU,2001,1945803948032
DEU,2002,2077016064000
DEU,2003,2501013929984
DEU,2004,2813075914752
DEU,2005,2848438091776
DEU,2006,2994862030848
DEU,2007,3425981956096
DEU,2008,3744853917696
DEU,2009,3407556902912
DEU,2010,3402444046336
DEU,2011,3748655005696
DEU,2012,3529377054720
DEU,2013,3733859074048
DEU,2014,3890095063040
DEU,2015,3357925965824
DEU,2016,3468895977472
DEU,2017,3689547038720
DEU,2018,3976246067200
DEU,2019,3888655106048
DEU,2020,3886555070464
DEU,2021,4262767099904
DEU,2022,4075394957312
DJI,2000,551230848
DJI,2001,572417472
DJI,2002,591122048
DJI,2003,622044672
DJI,2004,666072128
DJI,2005,708633216
DJI,2006,768873664
DJI,2007,847918912
DJI,2008,999105344
DJI,2009,1049110656
DJI,2010,1128611712
DJI,2011,1239144448
DJI,2012,1353632896
DJI,2013,2042817152
DJI,2014,2214679040
DJI,2015,2424391680
DJI,2016,2604955136
DJI,2017,2762581248
DJI,2018,2913466624
DJI,2019,3088853760
DJI,2020,3181071104
DJI,2021,3372287488
DJI,2022,3515109120
DMA,2000,333470368
DMA,2001,340203712
DMA,2002,333196288
DMA,2003,343311104
DMA,2004,367200000
DMA,2005,364255552
DMA,2006,390251840
DMA,2007,421374080
DMA,2008,458188896
DMA,2009,489074080
DMA,2010,493825920
DMA,2011,501025920
DMA,2012,485996288
DMA,2013,498296288
DMA,2014,520207392
DMA,2015,540737024
DMA,2016,576229632
DMA,2017,521551840
DMA,2018,554770368
DMA,2019,611537024
DMA,2020,504214816
DMA,2021,555266688
DMA,2022,612048128
DNK,2000,164157997056
DNK,2001,164790992896
DNK,2002,178634997760
DNK,2003,218096992256
DNK,2004,251374993408
DNK,2005,264467005440
DNK,2006,282886012928
DNK,2007,319424004096
DNK,2008,353359003648
DNK,2009,321242988544
DNK,2010,321995014144
DNK,2011,344002985984
DNK,2012,327148994560
DNK,2013,343584014336
DNK,2014,352994000896
DNK,2015,302673002496
DNK,2016,313116000256
DNK,2017,332121014272
DNK,2018,356840996864
DNK,2019,346498990080
DNK,2020,355223011328
DNK,2021,398303002624
DNK,2022,390677004288
DOM,2000,24305780736
DOM,2001,25601824768
DOM,2002,27137441792
DOM,2003,21403168768
DOM,2004,22322386944
DOM,2005,35777560576
DOM,2006,37879828480
DOM,2007,43965460480
DOM,2008,48122601472
DOM,2009,48261079040
DOM,2010,53860188160
DOM,2011,58029772800
DOM,2012,60681535488
DOM,2013,62682157056
DOM,2014,67179958272
DOM,2015,71164829696
DOM,2016,75704647680
DOM,2017,79998042112
DOM,2018,85555388416
DOM,2019,88941371392
DOM,2020,78844657664
DOM,2021,94243430400
DOM,2022,113641857024
DZA,2000,54790397952
DZA,2001,54744698880
DZA,2002,56760356864
DZA,2003,67863851008
DZA,2004,85332582400
DZA,2005,103198212096
DZA,2006,117027282944
DZA,2007,134977085440
DZA,2008,171000692736
DZA,2009,137211002880
DZA,2010,161207304192
DZA,2011,200013103104
DZA,2012,209059086336
DZA,2013,209754996736
DZA,2014,213809987584
DZA,2015,165979226112
DZA,2016,160034209792
DZA,2017,170096984064
DZA,2018,174910898176
DZA,2019,171760287744
DZA,2020,145743724544
DZA,2021,163472228352
DZA,2022,191912886272
ECU,2000,18327764992
ECU,2001,24468324352
ECU,2002,28548945920
ECU,2003,32432857088
ECU,2004,36591661056
ECU,2005,41507086336
ECU,2006,46802042880
ECU,2007,51007778816
ECU,2008,61762633728
ECU,2009,62519685120
ECU,2010,69555363840
ECU,2011,79276662784
ECU,2012,87924547584
ECU,2013,95129657344
ECU,2014,101726330880
ECU,2015,99290382336
ECU,2016,99937697792
ECU,2017,104295858176
ECU,2018,107562008576
ECU,2019,108108005376
ECU,2020,99291127808
ECU,2021,106165862400
ECU,2022,115049472000
EGY,2000,104751996928
EGY,2001,102272999424
EGY,2002,90260996096
EGY,2003,85162999808
EGY,2004,82855002112
EGY,2005,94126997504
EGY,2006,112901996544
EGY,2007,137055002624
EGY,2008,170797006848
EGY,2009,198315999232
EGY,2010,230024003584
EGY,2011,247725998080
EGY,2012,294481985536
EGY,2013,303194013696
EGY,2014,321634009088
EGY,2015,350119002112
EGY,2016,351442993152
EGY,2017,246825992192
EGY,2018,263156006912
EGY,2019,317894000640
EGY,2020,382525014016
EGY,2021,423300005888
EGY,2022,475230994432
ERI,2000,706370688
ERI,2001,752371712
ERI,2002,729321280
ERI,2003,870248448
ERI,2004,1109053056
ERI,2005,1098424960
ERI,2006,1211161728
ERI,2007,1317975168
ERI,2008,1380188544
ERI,2009,1856694144
ERI,2010,1589514752
ERI,2011,2065000320
ERI,2012,2254859776
ERI,2013,1957950336
ERI,2014,2604233216
ERI,2015,2013197824
ERI,2016,2173712384
ERI,2017,1903965056
ERI,2018,2005659648
ERI,2019,1981858176
ERI,2020,2083925760
ERI,2021,2255389184
ERI,2022,2442250240
ESH,2000,
ESH,2001,
ESH,2002,
ESH,2003,
ESH,2004,
ESH,2005,
ESH,2006,
ESH,2007,
ESH,2008,
ESH,2009,
ESH,2010,
ESH,2011,
ESH,2012,
ESH,2013,
ESH,2014,
ESH,2015,
ESH,2016,
ESH,2017,
ESH,2018,
ESH,2019,
ESH,2020,
ESH,2021,
ESH,2022,
ESP,2000,598627975168
ESP,2001,627834028032
ESP,2002,708256006144
ESP,2003,907264000000
ESP,2004,1068569985024
ESP,2005,1154353987584
ESP,2006,1260465946624
ESP,2007,1474175959040
ESP,2008,1631685050368
ESP,2009,1489852956672
ESP,2010,1423269953536
ESP,2011,1480449982464
ESP,2012,1325589987328
ESP,2013,1355599052800
ESP,2014,1372174024704
ESP,2015,1196278022144
ESP,2016,1233215029248
ESP,2017,1312782024704
ESP,2018,1422346944512
ESP,2019,1394473959424
ESP,2020,1275940962304
ESP,2021,1428329988096
ESP,2022,1400520048640
EST,2000,5706999808
EST,2001,6269000192
EST,2002,7391000064
EST,2003,9891000320
EST,2004,12158000128
EST,2005,14126000128
EST,2006,17047000064
EST,2007,22475999232
EST,2008,24433000448
EST,2009,19693000704
EST,2010,19568001024
EST,2011,23210000384
EST,2012,23033999360
EST,2013,25116000256
EST,2014,26641000448
EST,2015,22893000704
EST,2016,24066000896
EST,2017,26915000320
EST,2018,30638999552
EST,2019,31085000704
EST,2020,31345000448
EST,2021,37216002048
EST,2022,38130999296
ETH,2000,8242350080
ETH,2001,8231326208
ETH,2002,7850809344
ETH,2003,8623691776
ETH,2004,10131187712
ETH,2005,12401139712
ETH,2006,15280862208
ETH,2007,19707617280
ETH,2008,27066912768
ETH,2009,32437389312
ETH,2010,29933791232
ETH,2011,31952762880
ETH,2012,43310723072
ETH,2013,47648276480
ETH,2014,55612227584
ETH,2015,64589328384
ETH,2016,74296745984
ETH,2017,81770889216
ETH,2018,84269195264
ETH,2019,95912607744
ETH,2020,107657732096
ETH,2021,111261884416
ETH,2022,126783471616
FIN,2000,126075002880
FIN,2001,129534001152
FIN,2002,140305006592
FIN,2003,171608997888
FIN,2004,197389991936
FIN,2005,204999000064
FIN,2006,217100992512
FIN,2007,256407994368
FIN,2008,285684989952
FIN,2009,253221994496
FIN,2010,249628000256
FIN,2011,275556007936
FIN,2012,258453995520
FIN,2013,271365996544
FIN,2014,274934005760
FIN,2015,234557997056
FIN,2016,240704995328
FIN,2017,255557992448
FIN,2018,275832995840
FIN,2019,268544999424
FIN,2020,271668002816
FIN,2021,296585003008
FIN,2022,281047007232
FJI,2000,1678219520
FJI,2001,1652462080
FJI,2002,1833280000
FJI,2003,2300492032
FJI,2004,2708078592
FJI,2005,2980403456
FJI,2006,3076305408
FJI,2007,3378314496
FJI,2008,3523185920
FJI,2009,2870624512
FJI,2010,3140167168
FJI,2011,3779412224
FJI,2012,3972028416
FJI,2013,4189968896
FJI,2014,4857103872
FJI,2015,4682480128
FJI,2016,4930213888
FJI,2017,5353468416
FJI,2018,5581425664
FJI,2019,5481692672
FJI,2020,4477030400
FJI,2021,4296235520
FJI,2022,4943248384
FLK,2000,
FLK,2001,
FLK,2002,
FLK,2003,
FLK,2004,
FLK,2005,
FLK,2006,
FLK,2007,
FLK,2008,
FLK,2009,
FLK,2010,
FLK,2011,
FLK,2012,
FLK,2013,
FLK,2014,
FLK,2015,
FLK,2016,
FLK,2017,
FLK,2018,
FLK,2019,
FLK,2020,
FLK,2021,
FLK,2022,
FRA,2000,1365639692288
FRA,2001,1377657290752
FRA,2002,1501409443840
FRA,2003,1844544798720
FRA,2004,2119633207296
FRA,2005,2196945240064
FRA,2006,2320536174592
FRA,2007,2660591206400
FRA,2008,2930303827968
FRA,2009,2700887457792
FRA,2010,2645187887104
FRA,2011,2865157636096
FRA,2012,2683671674880
FRA,2013,2811876868096
FRA,2014,2855964508160
FRA,2015,2439188578304
FRA,2016,2472964259840
FRA,2017,2595151151104
FRA,2018,2790956990464
FRA,2019,2728870281216
FRA,2020,2639008628736
FRA,2021,2957879803904
FRA,2022,2782905237504
FRO,2000,1067109504
FRO,2001,1160268160
FRO,2002,1275093632
FRO,2003,1501941504
FRO,2004,1724770816
FRO,2005,1759739648
FRO,2006,2017680768
FRO,2007,2339015424
FRO,2008,2489873408
FRO,2009,2296065280
FRO,2010,2331796736
FRO,2011,2505740800
FRO,2012,2427200512
FRO,2013,2690110720
FRO,2014,2914012928
FRO,2015,2573905920
FRO,2016,2813278720
FRO,2017,2980057088
FRO,2018,3188601088
FRO,2019,3275684096
FRO,2020,3248670976
FRO,2021,3649878784
FRO,2022,4051086592
FSM,2000,233271808
FSM,2001,240970896
FSM,2002,242517200
FSM,2003,245432896
FSM,2004,240236000
FSM,2005,250281904
FSM,2006,253541904
FSM,2007,256787200
FSM,2008,263145104
FSM,2009,280284608
FSM,2010,296944096
FSM,2011,311301600
FSM,2012,327248704
FSM,2013,317214400
FSM,2014,319271200
FSM,2015,316489888
FSM,2016,332265216
FSM,2017,366666816
FSM,2018,401932288
FSM,2019,412000000
FSM,2020,408000000
FSM,2021,404028896
FSM,2022,427094112
GAB,2000,5080483840
GAB,2001,5023265280
GAB,2002,5335451136
GAB,2003,6511903232
GAB,2004,7770219008
GAB,2005,9582783488
GAB,2006,10327598080
GAB,2007,12455409664
GAB,2008,15571348480
GAB,2009,12113698816
GAB,2010,14372592640
GAB,2011,18210308096
GAB,2012,17170463744
GAB,2013,17595744256
GAB,2014,18203967488
GAB,2015,14383108096
GAB,2016,14023889920
GAB,2017,14929487872
GAB,2018,16867325952
GAB,2019,16874405888
GAB,2020,15314577408
GAB,2021,20217946112
GAB,2022,21071738880
GBR,2000,1669283053568
GBR,2001,1649083023360
GBR,2002,1788663037952
GBR,2003,2058484973568
GBR,2004,2424052908032
GBR,2005,2547665076224
GBR,2006,2713729105920
GBR,2007,3094005940224
GBR,2008,2962501926912
GBR,2009,2426291093504
GBR,2010,2493844029440
GBR,2011,2667317035008
GBR,2012,2706821873664
GBR,2013,2788127932416
GBR,2014,3066818985984
GBR,2015,2935506075648
GBR,2016,2709677932544
GBR,2017,2685636968448
GBR,2018,2881844936704
GBR,2019,2858728030208
GBR,2020,2706541903872
GBR,2021,3123231064064
GBR,2022,3070599888896
GEO,2000,3057475328
GEO,2001,3219462656
GEO,2002,3395766784
GEO,2003,3991377920
GEO,2004,5125365248
GEO,2005,6410912256
GEO,2006,7745249280
GEO,2007,10172933120
GEO,2008,12795148288
GEO,2009,10766919680
GEO,2010,12243219456
GEO,2011,15107482624
GEO,2012,16488818688
GEO,2013,17190068224
GEO,2014,17627336704
GEO,2015,14953675776
GEO,2016,15141598208
GEO,2017,16242647040
GEO,2018,17596921856
GEO,2019,17470435328
GEO,2020,15842922496
GEO,2021,18629365760
GEO,2022,24605374464
GGY,2000,1823186176
GGY,2001,1787937920
GGY,2002,1973851776
GGY,2003,2184587776
GGY,2004,2660295168
GGY,2005,2663644416
GGY,2006,2914514944
GGY,2007,3549620992
GGY,2008,3384401152
GGY,2009,3828316416
GGY,2010,3744157440
GGY,2011,4212802560
GGY,2012,4130407424
GGY,2013,4244906240
GGY,2014,4573353984
GGY,2015,4301578240
GGY,2016,3961957120
GGY,2017,3990889984
GGY,2018,4228517376
GGY,2019,4141090560
GGY,2020,4074102272
GGY,2021,4007113984
GGY,2022,3940125696
GHA,2000,4982849024
GHA,2001,5314871808
GHA,2002,6166197248
GHA,2003,7632720896
GHA,2004,8881419264
GHA,2005,10744562688
GHA,2006,20885041152
GHA,2007,24827334656
GHA,2008,28679383040
GHA,2009,26048727040
GHA,2010,32197648384
GHA,2011,39336669184
GHA,2012,41271709696
GHA,2013,62824628224
GHA,2014,54783320064
GHA,2015,49406013440
GHA,2016,56164933632
GHA,2017,60405919744
GHA,2018,67298914304
GHA,2019,68337975296
GHA,2020,70043099136
GHA,2021,79156412416
GHA,2022,72838799360
GIB,2000,656059584
GIB,2001,676853952
GIB,2002,760120320
GIB,2003,914424704
GIB,2004,1097037568
GIB,2005,1193658112
GIB,2006,1361707776
GIB,2007,1430678656
GIB,2008,1615182976
GIB,2009,1447820672
GIB,2010,1602179968
GIB,2011,1722251264
GIB,2012,1902855040
GIB,2013,2066181760
GIB,2014,2406454016
GIB,2015,2540535040
GIB,2016,2660428544
GIB,2017,2561998848
GIB,2018,3055995648
GIB,2019,3178959104
GIB,2020,3235048192
GIB,2021,3289776640
GIB,2022,3344505088
GIN,2000,2995361024
GIN,2001,2829435904
GIN,2002,2950198784
GIN,2003,3446441728
GIN,2004,3635458304
GIN,2005,2937071616
GIN,2006,4220019200
GIN,2007,6281917440
GIN,2008,6964178944
GIN,2009,6716904448
GIN,2010,6853467648
GIN,2011,6785137152
GIN,2012,7638045184
GIN,2013,8376613888
GIN,2014,8778473472
GIN,2015,8794202112
GIN,2016,8595955712
GIN,2017,10324668416
GIN,2018,11857030144
GIN,2019,13442861056
GIN,2020,14177836032
GIN,2021,16091817984
GIN,2022,21227749376
GLP,2000,
GLP,2001,
GLP,2002,
GLP,2003,
GLP,2004,
GLP,2005,
GLP,2006,
GLP,2007,
GLP,2008,
GLP,2009,
GLP,2010,
GLP,2011,
GLP,2012,
GLP,2013,
GLP,2014,
GLP,2015,
GLP,2016,
GLP,2017,
GLP,2018,
GLP,2019,
GLP,2020,
GLP,2021,
GLP,2022,
GMB,2000,782913856
GMB,2001,687410624
GMB,2002,578235328
GMB,2003,487038688
GMB,2004,961900672
GMB,2005,1027701056
GMB,2006,1054112512
GMB,2007,1279703040
GMB,2008,1561766912
GMB,2009,1450142464
GMB,2010,1543294976
GMB,2011,1409693568
GMB,2012,1415004800
GMB,2013,1375609472
GMB,2014,1229461760
GMB,2015,1378176640
GMB,2016,1484578944
GMB,2017,1504909440
GMB,2018,1670671360
GMB,2019,1813609728
GMB,2020,1812170880
GMB,2021,2038414976
GMB,2022,2273060864
GNB,2000,371095520
GNB,2001,392621376
GNB,2002,417806656
GNB,2003,477458592
GNB,2004,532062880
GNB,2005,587029120
GNB,2006,592365632
GNB,2007,696910784
GNB,2008,868154624
GNB,2009,830126400
GNB,2010,849878464
GNB,2011,1099818624
GNB,2012,989271168
GNB,2013,1046087360
GNB,2014,1054915584
GNB,2015,1048229632
GNB,2016,1179004928
GNB,2017,1350177024
GNB,2018,1504630272
GNB,2019,1439638400
GNB,2020,1431758208
GNB,2021,1638517632
GNB,2022,1633559040
GNQ,2000,1045998528
GNQ,2001,1461139072
GNQ,2002,1806742784
GNQ,2003,2484745984
GNQ,2004,4410764288
GNQ,2005,8217369088
GNQ,2006,10086529024
GNQ,2007,13071718400
GNQ,2008,19749894144
GNQ,2009,15027794944
GNQ,2010,16314443776
GNQ,2011,21357342720
GNQ,2012,22388344832
GNQ,2013,21948833792
GNQ,2014,21765453824
GNQ,2015,13185497088
GNQ,2016,11240808448
GNQ,2017,12200913920
GNQ,2018,13097012224
GNQ,2019,11364133888
GNQ,2020,10099158016
GNQ,2021,12269392896
GNQ,2022,11813908480
GRC,2000,131082002432
GRC,2001,135159996416
GRC,2002,153151995904
GRC,2003,200613003264
GRC,2004,238822998016
GRC,2005,245920006144
GRC,2006,271253995520
GRC,2007,316249997312
GRC,2008,352866009088
GRC,2009,328155987968
GRC,2010,297367994368
GRC,2011,282946011136
GRC,2012,242182995968
GRC,2013,238910996480
GRC,2014,235519000576
GRC,2015,195702996992
GRC,2016,193097007104
GRC,2017,199772995584
GRC,2018,212145995776
GRC,2019,205279002624
GRC,2020,188774006784
GRC,2021,215016996864
GRC,2022,219237007360
GRD,2000,520044384
GRD,2001,520444192
GRD,2002,540336896
GRD,2003,591018432
GRD,2004,599118592
GRD,2005,695555584
GRD,2006,698700672
GRD,2007,758683584
GRD,2008,825976064
GRD,2009,771275584
GRD,2010,771014784
GRD,2011,778655552
GRD,2012,799881472
GRD,2013,842618496
GRD,2014,911496320
GRD,2015,997007424
GRD,2016,1061640768
GRD,2017,1125685248
GRD,2018,1166514816
GRD,2019,1213485184
GRD,2020,1043411136
GRD,2021,1122800000
GRD,2022,1256413184
GRL,2000,1068025728
GRL,2001,1086170496
GRL,2002,1169136128
GRL,2003,1558760064
GRL,2004,1822500096
GRL,2005,1849802496
GRL,2006,2013108096
GRL,2007,2249810432
GRL,2008,2499094784
GRL,2009,2529964800
GRL,2010,2503169280
GRL,2011,2684463104
GRL,2012,2609678336
GRL,2013,2684946176
GRL,2014,2842068480
GRL,2015,2499112192
GRL,2016,2707137536
GRL,2017,2851614208
GRL,2018,3055781120
GRL,2019,2994313984
GRL,2020,3075989504
GRL,2021,3272512512
GRL,2022,2963799552
GTM,2000,19288928256
GTM,2001,18405222400
GTM,2002,20444205056
GTM,2003,21576351744
GTM,2004,23577298944
GTM,2005,26783389696
GTM,2006,29744246784
GTM,2007,33567850496
GTM,2008,38503718912
GTM,2009,37126148096
GTM,2010,40676577280
GTM,2011,46876004352
GTM,2012,49593925632
GTM,2013,52996448256
GTM,2014,57852149760
GTM,2015,62186065920
GTM,2016,66053402624
GTM,2017,71653752832
GTM,2018,73328369664
GTM,2019,77172310016
GTM,2020,77715185664
GTM,2021,86053076992
GTM,2022,95003336704
GUF,2000,
GUF,2001,
GUF,2002,
GUF,2003,
GUF,2004,
GUF,2005,
GUF,2006,
GUF,2007,
GUF,2008,
GUF,2009,
GUF,2010,
GUF,2011,
GUF,2012,
GUF,2013,
GUF,2014,
GUF,2015,
GUF,2016,
GUF,2017,
GUF,2018,
GUF,2019,
GUF,2020,
GUF,2021,
GUF,2022,
GUM,2000,3044007168
GUM,2001,3219005696
GUM,2002,3394004224
GUM,2003,3569002752
GUM,2004,3868998400
GUM,2005,4213004032
GUM,2006,4238004736
GUM,2007,4397004288
GUM,2008,4658001408
GUM,2009,4828003840
GUM,2010,4949005824
GUM,2011,4983998464
GUM,2012,5265005056
GUM,2013,5398997504
GUM,2014,5610001408
GUM,2015,5799000064
GUM,2016,5901003776
GUM,2017,6013007872
GUM,2018,6055996928
GUM,2019,6366004224
GUM,2020,5885997056
GUM,2021,6123002368
GUM,2022,6369550848
GUY,2000,712667904
GUY,2001,712167424
GUY,2002,726131456
GUY,2003,743063936
GUY,2004,787814400
GUY,2005,824880576
GUY,2006,2379817984
GUY,2007,2730971648
GUY,2008,3025187328
GUY,2009,3165663232
GUY,2010,3432912384
GUY,2011,3691384320
GUY,2012,4063088640
GUY,2013,4167800832
GUY,2014,4127660032
GUY,2015,4279840256
GUY,2016,4482697216
GUY,2017,4748174336
GUY,2018,4787637248
GUY,2019,5173760000
GUY,2020,5471256576
GUY,2021,8044498944
GUY,2022,15357537280
HKG,2000,171668897792
HKG,2001,169404334080
HKG,2002,166348865536
HKG,2003,161385562112
HKG,2004,169099771904
HKG,2005,181569306624
HKG,2006,193535426560
HKG,2007,211596951552
HKG,2008,219278737408
HKG,2009,214047801344
HKG,2010,228638670848
HKG,2011,248513609728
HKG,2012,262628884480
HKG,2013,275696877568
HKG,2014,291459989504
HKG,2015,309385625600
HKG,2016,320860323840
HKG,2017,341273280512
HKG,2018,361731063808
HKG,2019,363074551808
HKG,2020,344943165440
HKG,2021,368911384576
HKG,2022,359838613504
HMD,2000,
HMD,2001,
HMD,2002,
HMD,2003,
HMD,2004,
HMD,2005,
HMD,2006,
HMD,2007,
HMD,2008,
HMD,2009,
HMD,2010,
HMD,2011,
HMD,2012,
HMD,2013,
HMD,2014,
HMD,2015,
HMD,2016,
HMD,2017,
HMD,2018,
HMD,2019,
HMD,2020,
HMD,2021,
HMD,2022,
HND,2000,7186637824
HND,2001,7651162112
HND,2002,7858255360
HND,2003,8230391296
HND,2004,8869299200
HND,2005,9757012992
HND,2006,10917477376
HND,2007,12361257984
HND,2008,13881732096
HND,2009,14587496448
HND,2010,15839344640
HND,2011,17710276608
HND,2012,18528555008
HND,2013,18499729408
HND,2014,19756533760
HND,2015,20979791872
HND,2016,21717604352
HND,2017,23136247808
HND,2018,24067749888
HND,2019,25089937408
HND,2020,23827859456
HND,2021,28488720384
HND,2022,31717699584
HRV,2000,22128719872
HRV,2001,23063324672
HRV,2002,26757255168
HRV,2003,35254833152
HRV,2004,41855266816
HRV,2005,45025329152
HRV,2006,49532592128
HRV,2007,59172904960
HRV,2008,68342063104
HRV,2009,61941465088
HRV,2010,58693611520
HRV,2011,62599774208
HRV,2012,57231454208
HRV,2013,59363123200
HRV,2014,59214462976
HRV,2015,50742087680
HRV,2016,52391038976
HRV,2017,55937482752
HRV,2018,61330485248
HRV,2019,61329268736
HRV,2020,57624940544
HRV,2021,68843675648
HRV,2022,70964609024
HTI,2000,6813565952
HTI,2001,6331970560
HTI,2002,6205847040
HTI,2003,5071947776
HTI,2004,6087360512
HTI,2005,7030149632
HTI,2006,7638738944
HTI,2007,9228638208
HTI,2008,10432962560
HTI,2009,11597002752
HTI,2010,11859312640
HTI,2011,13008746496
HTI,2012,13708924928
HTI,2013,14902488064
HTI,2014,15146884096
HTI,2015,14849629184
HTI,2016,14069277696
HTI,2017,15093357568
HTI,2018,16403864576
HTI,2019,15016090624
HTI,2020,14508222464
HTI,2021,20877414400
HTI,2022,20253552640
HUN,2000,47218409472
HUN,2001,53749989376
HUN,2002,67608920064
HUN,2003,85285076992
HUN,2004,104120803328
HUN,2005,113211154432
HUN,2006,115715620864
HUN,2007,140186697728
HUN,2008,158325587968
HUN,2009,131069280256
HUN,2010,132175347712
HUN,2011,141942259712
HUN,2012,128814276608
HUN,2013,135684317184
HUN,2014,141033848832
HUN,2015,125174169600
HUN,2016,128609820672
HUN,2017,143112192000
HUN,2018,160565641216
HUN,2019,164020453376
HUN,2020,157227089920
HUN,2021,182275440640
HUN,2022,178788564992
IDN,2000,179482001408
IDN,2001,174506999808
IDN,2002,212806991872
IDN,2003,255428001792
IDN,2004,279555997696
IDN,2005,310814998528
IDN,2006,396293013504
IDN,2007,470143991808
IDN,2008,558582005760
IDN,2009,577539014656
IDN,2010,755256000512
IDN,2011,892590030848
IDN,2012,919002021888
IDN,2013,916646002688
IDN,2014,891050983424
IDN,2015,860740976640
IDN,2016,932065968128
IDN,2017,1015487987712
IDN,2018,1042710986752
IDN,2019,1119452004352
IDN,2020,1062532022272
IDN,2021,1187731996672
IDN,2022,1318807011328
IMN,2000,1563667840
IMN,2001,1659131264
IMN,2002,1947332864
IMN,2003,2328658176
IMN,2004,2822358528
IMN,2005,3032409088
IMN,2006,3422735360
IMN,2007,4466353664
IMN,2008,5928788992
IMN,2009,5486919168
IMN,2010,5920366592
IMN,2011,6565668864
IMN,2012,6690228736
IMN,2013,7001180160
IMN,2014,7708459008
IMN,2015,7084795904
IMN,2016,6846373376
IMN,2017,6979791360
IMN,2018,7491654144
IMN,2019,7314967040
IMN,2020,6684229120
IMN,2021,6053491200
IMN,2022,5422753280
IND,2000,476610002944
IND,2001,493952991232
IND,2002,523969986560
IND,2003,618357981184
IND,2004,721588977664
IND,2005,834216984576
IND,2006,949116993536
IND,2007,1238699999232
IND,2008,1224095956992
IND,2009,1365372960768
IND,2010,1708459950080
IND,2011,1823052005376
IND,2012,1827637035008
IND,2013,1856720994304
IND,2014,2039126949888
IND,2015,2103588028416
IND,2016,2294797041664
IND,2017,2651474100224
IND,2018,2702930083840
IND,2019,2835605880832
IND,2020,2671596011520
IND,2021,3150306869248
IND,2022,3386402930688
IOT,2000,
IOT,2001,
IOT,2002,
IOT,2003,
IOT,2004,
IOT,2005,
IOT,2006,
IOT,2007,
IOT,2008,
IOT,2009,
IOT,2010,
IOT,2011,
IOT,2012,
IOT,2013,
IOT,2014,
IOT,2015,
IOT,2016,
IOT,2017,
IOT,2018,
IOT,2019,
IOT,2020,
IOT,2021,
IOT,2022,
IRL,2000,100252999680
IRL,2001,109346996224
IRL,2002,128505004032
IRL,2003,164630003712
IRL,2004,194282995712
IRL,2005,211993001984
IRL,2006,232192999424
IRL,2007,270111997952
IRL,2008,275417006080
IRL,2009,236184993792
IRL,2010,222095998976
IRL,2011,238959001600
IRL,2012,225770995712
IRL,2013,238343995392
IRL,2014,259237003264
